[[Samuel_Taylor_Coleridge|m.078w2]]	, who changed the course of	[[William_Hazlitt|m.015h69]]	influences
[[Sri_Lanka|m.06m_5]]	, who mainly sings in	[[Sinhala_language|m.02002f]]	hasOfficialLanguage
[[Vissarion_Belinsky|m.02fx86]]	, who also stated that	[[Fyodor_Dostoyevsky|m.032l1]]	influences
[[Cass_Gilbert|m.0d_wr]]	, who also designed	[[Battle_Hall|m.02rb6mh]]	created
[[Jemaa_el-Fnaa|m.04yvql]]	, what would become the future central square of	[[Marrakesh|m.054rw]]	isLocatedIn
[[Alfred_L._Kroeber|m.02b92h]]	, who had been a student of	[[Franz_Boas|m.0332x]]	hasAcademicAdvisor
[[Campbell_Forsyth|m.0bmdfxq]]	, who had been signed from	[[Kilmarnock_F.C.|m.024d8w]]	playsFor
[[Lorenzo_Insigne|m.0bwjt99]]	, who also plays for	[[S.S.C._Napoli|m.048xg8]]	playsFor
[[Clifford_Miranda|m.076yhpw]]	again being the goalscorer for	[[Dempo_S.C.|m.04y_1m]]	playsFor
[[Vince_Offer|m.047t1_c]]	, who also directed	[[The_Underground_Comedy_Movie|m.0dsb4b]]	directed
[[Joe_Walker_(editor)|m.0cvmh9q]]	has edited such films as	[[The_Escapist_(2008_film)|m.04lq8j6]]	edited
[[Aideu_Handique|m.02q28nx]]	, who appeared in	[[Joymoti_(1935_film)|m.02q25vf]]	actedIn
[[Giovanni_Spano|m.046522q]]	, who claimed that	[[Cagliari|m.0c7l_]]	diedIn
[[Jack_Murray_(film_editor)|m.0jycxz]]	edited	[[Mister_Roberts_(1955_film)|m.03qlxf5]]	edited
[[Ritesh_Perambra|m.0tkfy56]]	, who is also a former member of the	[[Mumbai_F.C.|m.02z2lvv]]	playsFor
[[Tom_Petty|m.0fq117k]]	, who grew up in	[[Gainesville,_Florida|m.0rh7t]]	wasBornIn
[[Bill_Young|m.025234]]	, who are running in the	[[Republican_Party_(United_States)|m.07wbk]]	isAffiliatedTo
[[Operation_Orchard|m.03c0s4t]]	a suspected nuclear reactor in	[[Syria|m.06vbd]]	happenedIn
[[Craig_McKay_(film_editor)|m.027w5vl]]	, who previously edited	[[The_Silence_of_the_Lambs_(film)|m.07cyl]]	edited
[[William_Robertson_(historian)|m.05xpp5]]	, who became principal of the	[[University_of_Edinburgh|m.0h6rm]]	graduatedFrom
[[Bryan_Elsley|m.0cx81m]]	, who also created	[[Skins_(UK_TV_series)|m.0279tyz]]	created
[[Pakistan|m.05sb1]]	hybrid vehicles	[[Pakistani_rupee|m.02svsf]]	hasCurrency
[[Gary_MacKenzie|m.0bz46v]]	, who signed from	[[Milton_Keynes_Dons_F.C.|m.02gjt4]]	playsFor
[[Valentin_Pavlov|m.01d24j]]	, who also became the last prime minister of the	[[Soviet_Union|m.05vz3zq]]	isPoliticianOf
[[Eugen_Bleuler|m.01pcwk]]	, who had taught	[[Carl_Jung|m.0bk5r]]	influences
[[Eros_Pisano|m.0gwzp4h]]	, who were both co-owned with	[[Genoa_C.F.C.|m.08vk_r]]	playsFor
[[Mariya_Abakumova|m.047ct_l]]	, who is also a javelin thrower for	[[Russia|m.06bnz]]	isCitizenOf
[[Esmat_Dowlatshahi|m.0t_5j_h]]	, who formerly married to	[[Reza_Shah|m.01l6nb]]	isMarriedTo
[[United_States|m.09c7w0]]	had the share of	[[United_States_dollar|m.09nqf]]	hasCurrency
[[Makoto_Shinkai|m.02gnd3]]	, who directed	[[Voices_of_a_Distant_Star|m.01h8bf]]	directed
[[Moses_Hess|m.045f0v]]	, who differed from	[[Karl_Marx|m.048cl]]	influences
[[Gene_Ruggiero|m.0k1gl4]]	edited	[[The_Shop_Around_the_Corner|m.0k4bt]]	edited
[[Gene_Ruggiero|m.0k1gl4]]	edited	[[The_Catered_Affair|m.026hm4c]]	edited
[[Gene_Ruggiero|m.0k1gl4]]	edited	[[Torpedo_Run|m.02z5xyb]]	edited
[[Gene_Ruggiero|m.0k1gl4]]	edited	[[Marlowe_(film)|m.0gz8tj]]	edited
[[Dimple_Kapadia|m.04rs6k]]	, who earlier featured in	[[Being_Cyrus|m.0cckm6]]	actedIn
[[Greece|m.035qy]]	are active in	[[Athens|m.0n2z]]	hasCapital
[[Harry_F._Byrd|m.035rl7]]	, who became a	[[Democratic_Party_(United_States)|m.0d075m]]	isAffiliatedTo
[[Matthias_Corvinus|m.01nyy3]]	, who led several successful	[[Black_Army_of_Hungary|m.02r6z09]]	isLeaderOf
[[Winthrop_Paul_Rockefeller|m.04v7w9]]	, who announced a governor of	[[Arkansas|m.0vbk]]	isPoliticianOf
[[Christian_Rakovsky|m.02vy4t]]	, who believed the situation in	[[Romania|m.06c1y]]	isCitizenOf
[[Hungary|m.03gj2]]	, who fled the on-coming Soviet invasion during the	[[Hungarian_Revolution_of_1956|m.01zd7d]]	participatedIn
[[William_Chambers_(architect)|m.0125bm]]	, who also designed	[[Somerset_House|m.02cxyx]]	created
[[Netherlands|m.059j2]]	, who is active in	[[Belgium|m.0154j]]	dealsWith
[[Piet_Mondrian|m.0crnb5]]	, who came from nearby	[[Amersfoort|m.0ps96]]	wasBornIn
[[John_Peter_Altgeld|m.0264k9]]	, who became the 20th Governor of	[[Illinois|m.03v0t]]	isPoliticianOf
[[Faris_Ramli|m.0w31qtp]]	, who plays for	[[LionsXII|m.0hn81sf]]	playsFor
[[Joseph_Lister,_1st_Baron_Lister|m.046tt]]	, who then moved to	[[King's_College_London|m.014xf6]]	worksAt
[[Glenn_Davis_(American_football)|m.05dsck]]	, who all won the	[[Heisman_Trophy|m.01q9mk]]	hasWonPrize
[[F._Burrall_Hoffman|m.08yhcy]]	, who also designed	[[Villa_Vizcaya|m.050n1m]]	created
[[Elizabeth_Gillies|m.04mxc12]]	, who also co-starred in	[[Victorious|m.080m51q]]	created
[[Sanjak_of_Smederevo|m.09sbg2]]	also known as the	[[Belgrade|m.0fhzf]]	hasCapital
[[Pepper_Rodgers|m.09zf1b]]	, who also attended	[[Atlanta|m.013yq]]	wasBornIn
[[Turkey|m.01znc_]]	, whose relations with	[[Syria|m.06vbd]]	hasNeighbor
[[Israel|m.03spz]]	, who join the	[[State_of_Palestine|m.01k0p4]]	hasNeighbor
[[Simon_Property_Group|m.07xyn1]]	, who also owns	[[Cottonwood_Mall_(Albuquerque,_New_Mexico)|m.02q9h9s]]	owns
[[Renzo_Piano|m.06gpm]]	, who also designed	[[The_Shard|m.03byd0]]	created
[[Ridley_Scott|m.06chf]]	, who directed	[[Blade_Runner|m.017n9]]	directed
[[Richard_Gailey|m.04n4rsf]]	, who designed many city buildings in	[[Brisbane|m.01b8jj]]	diedIn
[[Richard_Gailey|m.04n4rsf]]	, who designed many city buildings in	[[Brisbane|m.01b8jj]]	diedIn
[[John_Henry_Newman|m.0ldwg]]	, who then went up to	[[University_of_Oxford|m.07tgn]]	graduatedFrom
[[Mikhail_Khodorkovsky|m.01rr8_]]	, who was once the richest person in	[[Russia|m.06bnz]]	isCitizenOf
[[Castres_Olympique|m.05r5mh]]	, who are both from	[[France|m.0f8l9c]]	isLocatedIn
[[Vinicius_Oliveira_Franco|m.0h3vp9_]]	added a third goal for	[[APOEL_FC|m.03j755]]	playsFor
[[Ruth_Bader_Ginsburg|m.0199pk]]	, who graduated from	[[Columbia_Law_School|m.01n951]]	graduatedFrom
[[Kiribathgoda_Gnanananda_Thero|m.0g7pdv]]	, who is also the founder of	[[Mahamevnawa_Buddhist_Monastery|m.0g7hk7]]	isLeaderOf
[[France|m.0f8l9c]]	announced DVB-T2 tests in	[[Paris|m.05qtj]]	hasCapital
[[Luchino_Visconti|m.0c6ht]]	, who directed	[[Senso_(film)|m.02qnqds]]	directed
[[Aaron_Peskin|m.04728g]]	advocated extending	[[San_Francisco|m.0d6lp]]	livesIn
[[Merv|m.01ldgr]]	, what is now in	[[Turkmenistan|m.01c4pv]]	isLocatedIn
[[Charles_Tiffin|m.0dgs2zy]]	, who also designed such notable buildings as	[[Parliament_House,_Brisbane|m.07nwpk]]	created
[[Krzysztof_Komeda|m.01q3plc]]	, who also scored	[[Rosemary's_Baby_(film)|m.02ptczs]]	wroteMusicFor
[[Manuel_da_Costa_(footballer)|m.0g70g6]]	, who had transferred to	[[ACF_Fiorentina|m.01453]]	playsFor
[[Ayn_Rand|m.0h25]]	, who both acknowledged an intellectual debt to	[[Isabel_Paterson|m.04zks3]]	influences
[[Austin_Stoker|m.0b5wxy]]	, who had appeared previously in	[[Battle_for_the_Planet_of_the_Apes|m.034rv2]]	actedIn
[[Scotland|m.06q1r]]	, who became a naturalized citizen of the	[[United_States|m.09c7w0]]	dealsWith
[[Ted_V._Mikels|m.0808ww]]	, who also directed	[[The_Astro-Zombies|m.09s_pj]]	directed
[[Joss_Whedon|m.01vz80y]]	, who also created	[[Dollhouse_(TV_series)|m.03cq_86]]	created
[[Noriko_Matsueda|m.03qvgw]]	, who also composed the original	[[Front_Mission_(video_game)|m.0d6flp]]	created
[[Daniel_Kirkwood|m.037r5j]]	, who was an	[[Indiana_University_Bloomington|m.01qrb2]]	worksAt
[[Colin_Blythe|m.05cymg]]	, who died at	[[Passendale|m.02pb6l5]]	diedIn
[[Reuben_Goodstein|m.05dlpj]]	also studied under	[[Ludwig_Wittgenstein|m.04hcw]]	hasAcademicAdvisor
[[Zubin_Mehta|m.01v4_p]]	, who considers	[[Mumbai|m.04vmp]]	wasBornIn
[[Khazars|m.047jp]]	, whose capital	[[Atil|m.0ct4x]]	hasCapital
[[Norman_Petty|m.049gdt3]]	, who had a recording studio in	[[Clovis,_New_Mexico|m.0xtw4]]	wasBornIn
[[Richard_Lester|m.01dyd9]]	, who had directed	[[Superman_III|m.042g97]]	directed
[[James_Cameron|m.03_gd]]	, who directed	[[Aliens_(film)|m.01f8hf]]	directed
[[Samuel_C._C._Ting|m.01ldcc]]	, who earned the	[[Nobel_Prize_in_Physics|m.0dt39]]	hasWonPrize
[[Vikram_(actor)|m.025tcjg]]	, who debuted in	[[Raavan|m.04y5pk6]]	actedIn
[[Qatar|m.0697s]]	began issuing the	[[Qatari_riyal|m.05lf7w]]	hasCurrency
[[Charles_Sangster|m.03cl8_s]]	, who referred to	[[Canada|m.0d060g]]	isCitizenOf
[[Iki_Airport|m.03cjgrz]]	connects the island to	[[Nagasaki_Airport|m.043wwv]]	isConnectedTo
[[Valentin_Pavlov|m.01d24j]]	, who also became the last prime minister of the	[[Soviet_Union|m.05vz3zq]]	isPoliticianOf
[[Ustad_Ahmad_Lahauri|m.03c033w]]	, who also constructed the	[[Taj_Mahal|m.0l8cb]]	created
[[Brian_Shaw|m.074s0v]]	, who accepted the head coaching position with the	[[Denver_Nuggets|m.0jmdb]]	isAffiliatedTo
[[Neil_Voss|m.0gwhr5]]	, who also composed the award-winning music for	[[Tetrisphere|m.05ddms]]	created
[[Mithridates_IV_of_Parthia|m.05nf66]]	, who continued the struggle against	[[Vologases_III_of_Parthia|m.05ndvj]]	hasChild
[[George_Waggner|m.0286941]]	, who directed	[[The_Wolf_Man_(1941_film)|m.03qpr2]]	directed
[[Portugal|m.05r4w]]	, who opposed the	[[France|m.0f8l9c]]	dealsWith
[[Aryabhata|m.01rdy6]]	accurately calculated the	[[Earth|m.02j71]]	isKnownFor
[[Leslie_Caron|m.04g4n]]	, who had co-starred in	[[An_American_in_Paris_(film)|m.05dmmc]]	actedIn
[[Populous_(company)|m.054f2k]]	, who also designed	[[Oriole_Park_at_Camden_Yards|m.01x1l0]]	created
[[Isle_of_Man|m.03t1s]]	are denominated in	[[Manx_pound|m.05hyyt]]	hasCurrency
[[Clark_Gable|m.0bkmf]]	, who had appeared together in	[[It_Happened_One_Night|m.0c5dd]]	actedIn
[[Egypt|m.02k54]]	, who was indicted in the	[[United_States|m.09c7w0]]	dealsWith
[[Avital_Ronell|m.05z_ym]]	co-directs the	[[Psychological_trauma|m.03c8l0]]	isInterestedIn
[[Thomas_W._Lamb|m.05kx9k]]	, who also built the	[[Ed_Mirvish_Theatre|m.06j9sf]]	created
[[J._F._Lawton|m.08yznv]]	, who also authored	[[Pretty_Woman|m.014l6_]]	created
[[Independent_State_of_Croatia|m.02105m]]	addressed young	[[Zagreb|m.0fhzy]]	hasCapital
[[William_H._Murray|m.02c687]]	, who became Governor of	[[Oklahoma|m.05mph]]	isPoliticianOf
[[Georgy_Zhukov|m.09py7]]	, who co-ordinated several fronts in this	[[Moscow|m.04swd]]	diedIn
[[Frank_Gehry|m.0d_w7]]	, whose house in	[[Santa_Monica,_California|m.06_kh]]	livesIn
[[Bahmani_Sultanate|m.03pdp1]]	, who escaped to	[[Bidar|m.03pfvk]]	hasCapital
[[Anne_of_Cleves|m.0crdc]]	, who became the fourth wife of	[[Henry_VIII_of_England|m.03p77]]	isMarriedTo
[[Edward_Bennett_Williams|m.063jyt]]	, who was a graduate of the	[[College_of_the_Holy_Cross|m.02c9dj]]	graduatedFrom
[[Princess_Eudocia|m.0dhz3j]]	, who became the wife of	[[Huneric|m.03r1b]]	isMarriedTo
[[Hans_Rothfels|m.0673m5]]	, who remained a steadfast	[[Germany|m.0345h]]	isCitizenOf
[[Ida_of_Lorraine|m.03ct5nx]]	, who becomes the mother of	[[Godfrey_of_Bouillon|m.014r3d]]	hasChild
[[John_Jarman|m.062f6f]]	, who became a	[[Republican_Party_(United_States)|m.07wbk]]	isAffiliatedTo
[[Fox_Television_Stations|m.04w2dc]]	, who currently operates	[[WRBW|m.07wjsr]]	owns
[[Danny_Cannon|m.09s_tn]]	, who also directed	[[The_Young_Americans_(film)|m.0b_54z]]	directed
[[Lydia_Woodward|m.03c8lpm]]	, who also created	[[ER_(TV_series)|m.0180mw]]	created
[[Alfred_Uhry|m.0660dm]]	, who grew up in	[[Atlanta|m.013yq]]	wasBornIn
[[Forest_Whitaker|m.02y_2y]]	, who also directed	[[Waiting_to_Exhale|m.03vny7]]	directed
[[Donald_Ross_(golfer)|m.06lv05]]	, who became associated with	[[Pinehurst,_North_Carolina|m.0yh_h]]	diedIn
[[Paul_Bartel|m.06l6_r]]	, who also directed	[[Death_Race_2000|m.03zndp]]	directed
[[Paul_Thomas_Anderson|m.026670]]	, who directed	[[Boogie_Nights|m.02b6n9]]	directed
[[Charles_George_Gordon|m.01dypp]]	, who died at	[[Khartoum|m.04d_m]]	diedIn
[[John_Belushi|m.045p_]]	, who does the same thing in	[[Animal_House|m.0j_tw]]	actedIn
[[Oatfield_(confectioner)|m.02r3r1y]]	, who are based in	[[Letterkenny|m.02xf1f]]	isLocatedIn
[[Lewis_Gordon|m.06nj4n]]	also advances	[[Phenomenology_(philosophy)|m.0k6f8]]	isInterestedIn
[[Karl_Marx|m.048cl]]	assumed equal exchange in	[[Das_Kapital|m.01j1zd]]	isKnownFor
[[Aniceto_Arce|m.08nbh8]]	, who believed	[[Bolivia|m.0165v]]	isPoliticianOf
[[Morgan_Murphy_Media|m.06rnzn]]	, who also owns	[[KXLY-TV|m.06qpc0]]	owns
[[United_Kingdom|m.07ssc]]	, who had several hit record on the	[[United_States|m.09c7w0]]	dealsWith
[[Orlando_International_Airport|m.01n2tf]]	doubling for	[[Los_Angeles_International_Airport|m.04lyk]]	isConnectedTo
[[Michael_Caine|m.0gnbw]]	, who also won for	[[The_Cider_House_Rules_(film)|m.083shs]]	actedIn
[[Mark_Philo|m.09x71n]]	, who also played professional football for	[[Wycombe_Wanderers_F.C.|m.02b10w]]	playsFor
[[Herman_Badillo|m.03y5l8]]	, who became a	[[Republican_Party_(United_States)|m.07wbk]]	isAffiliatedTo
[[Sun_Jian|m.01nl37]]	, whose death at the	[[Battle_of_Xiangyang_(191)|m.02wx7t_]]	participatedIn
[[Richard_Loncraine|m.0dnclk]]	, who cast the actor in	[[Wimbledon_(film)|m.03w_g5]]	directed
[[Danube|m.026zt]]	, what would become northern	[[Bulgaria|m.015qh]]	isLocatedIn
[[Malcolm_Arnold|m.01vyp_]]	, who also wrote the music for	[[The_Bridge_on_the_River_Kwai|m.0bs4r]]	wroteMusicFor
[[Jay_Bothroyd|m.05021v]]	, who plays for	[[Muangthong_United_F.C.|m.03yj_fx]]	playsFor
[[El_Salvador|m.02k8k]]	, who saw the	[[Spain|m.06mkj]]	dealsWith
[[Martin_Rosen_(director)|m.066vmr]]	, who also directed	[[Watership_Down_(film)|m.03wh7z]]	directed
[[Friz_Freleng|m.01c1px]]	, who also produced such stereotype-ridden films as	[[Jungle_Jitters|m.047gmjp]]	directed
[[Alan_Parker|m.01ycck]]	, who directed	[[Angel_Heart|m.031t9l]]	directed
[[Netherlands|m.059j2]]	, who learned	[[Dutch_language|m.02bv9]]	hasOfficialLanguage
[[Andrew_Leman|m.0dpg1l]]	, who directed	[[The_Call_of_Cthulhu_(film)|m.0dpg1l]]	directed
[[James_Beard|m.0463s]]	, who grew up in	[[Portland,_Oregon|m.02frhbc]]	wasBornIn
[[U_Nu|m.0397py]]	, who asked	[[Ne_Win|m.0149pz]]	hasChild
[[A._W._Tillinghast|m.0ckwnb]]	, who also designed	[[Baltusrol_Golf_Club|m.079lkk]]	created
[[Arthur_Conan_Doyle|m.0ky1]]	, who also created	[[Sherlock_Holmes|m.06rkl]]	created
[[Vietnam|m.01crd5]]	, who speak	[[Vietnamese_language|m.07zrf]]	hasOfficialLanguage
[[Guangxu_Emperor|m.01nd77]]	, who favoured	[[Consort_Zhen|m.07w_tr]]	isMarriedTo
[[Sarah_Michelle_Gellar|m.06w6_]]	, who appeared in	[[The_Air_I_Breathe|m.08v03f]]	actedIn
[[Croatia|m.01pj7]]	also saw protests in	[[Osijek|m.013517]]	hasCapital
[[Leopold_Infeld|m.03zpwy]]	, who arrived at	[[Princeton_University|m.05zl0]]	worksAt
[[George_Cukor|m.03bw6]]	, who also directed	[[The_Philadelphia_Story_(film)|m.0gxfz]]	directed
[[Marc_Anthony|m.01wv9p]]	, who had become intrigued by	[[Jennifer_Lopez|m.043zg]]	isMarriedTo
[[Lee_Tamahori|m.03tg3x]]	, who gives	[[Mulholland_Falls|m.081q6m]]	directed
[[Marc_Anthony|m.01wv9p]]	, who had become intrigued by	[[Jennifer_Lopez|m.043zg]]	isMarriedTo
[[Stan_Lynde|m.07gy9t]]	, who also created the	[[Rick_O'Shay|m.03s27r]]	created
[[Edward_Maufe|m.03vrd8]]	, who also designed	[[Guildford_Cathedral|m.03jx8h]]	created
[[Nan_Britton|m.02025l]]	, who each lived in	[[Marion,_Ohio|m.0y_bj]]	wasBornIn
[[Giovanni_Domenico_Cassini|m.0d87_9]]	, who was teaching astronomy at the	[[University_of_Bologna|m.01n1pp]]	worksAt
[[Robert_Lopez|m.05g074]]	, who co-wrote the music for	[[Avenue_Q|m.03bnb0]]	wroteMusicFor
[[Noah|m.05fzm]]	, who conveyed the tradition to	[[Shem|m.0788r]]	hasChild
[[A._R._Rahman|m.01gg59]]	, who also scored	[[Rangeela_(film)|m.0djb096]]	wroteMusicFor
[[Tom_Kilburn|m.039s01]]	, who was second only to	[[Frederic_Calland_Williams|m.044krf]]	hasAcademicAdvisor
[[John_Peterson_(author)|m.08c6py]]	, who also created	[[The_Littles|m.03n9_d]]	created
[[Prussia|m.020g9r]]	adopted a	[[Reichsthaler|m.08dvkw]]	hasCurrency
[[Taiwan|m.06f32]]	amounted to	[[New_Taiwan_dollar|m.01t0lt]]	hasCurrency
[[Neil_Sheehan|m.01hh84]]	, who also won a	[[Pulitzer_Prize|m.061jp]]	hasWonPrize
[[Robert_Folk|m.03np_1t]]	, who previously provided the soundtrack for	[[Rock-a-Doodle|m.065qhp]]	wroteMusicFor
[[Ben_Fong-Torres|m.08mcj9]]	, who graduated from	[[San_Francisco_State_University|m.013807]]	graduatedFrom
[[East_India_Company|m.0bvz6]]	, who served during the	[[Indian_rebellion_of_1857|m.03z8w6]]	participatedIn
[[Steve_McQueen_(director)|m.01c0v6]]	, who also directed	[[Hunger_(2008_film)|m.04lqvfg]]	directed
[[Swains_Island|m.05n3ll]]	, who are	[[United_States|m.09c7w0]]	isLocatedIn
[[Christian_Vieri|m.02wy2p]]	, who had transferred to	[[AS_Monaco_FC|m.01gjlw]]	playsFor
[[Zulia_Calatayud|m.08tqr0]]	, who attended	[[Havana|m.0d6hn]]	wasBornIn
[[Peter_Berg|m.064jjy]]	, who directed the	[[Friday_Night_Lights_(film)|m.042zrm]]	directed
[[Australia|m.0chghy]]	also involved summer schools at the	[[Sydney|m.06y57]]	hasCapital
[[Nicolas_Sarkozy|m.02ps9k]]	, who became president of the	[[France|m.0f8l9c]]	isPoliticianOf
[[Jesse_Dylan|m.05yw4_]]	, who shot the video in	[[Los_Angeles|m.030qb3t]]	livesIn
[[Tzipi_Livni|m.08_4rx]]	, who beat	[[Shaul_Mofaz|m.0793k]]	hasChild
[[Karl_Haas|m.042fnp]]	, who began the show on a	[[Detroit|m.02dtg]]	diedIn
[[Broken_Lizard|m.037tg8]]	, who also created	[[Super_Troopers|m.04hmvx]]	created
[[Juan_Mata|m.026n047]]	, who plays for	[[Manchester_United_F.C.|m.050fh]]	playsFor
[[Brazil|m.015fr]]	also speak	[[Portuguese_language|m.05zjd]]	hasOfficialLanguage
[[Shawn_Weatherly|m.05k834]]	, who also won	[[Miss_USA|m.03lp2g]]	hasWonPrize
[[Adolf_Engler|m.09724r]]	accepted a professorship at the	[[University_of_Kiel|m.02p72j]]	worksAt
[[Austria-Hungary|m.012m_]]	adopted a new standard for the	[[Austro-Hungarian_gulden|m.097ms1]]	hasCurrency
[[Syria|m.06vbd]]	, who opposed any negotiations with	[[Israel|m.03spz]]	hasNeighbor
[[India|m.03rk0]]	, who claimed the throne of	[[Delhi|m.09f07]]	hasCapital
[[Charles_Christian_Lauritsen|m.0985_x]]	attended a public lecture by	[[Robert_Andrews_Millikan|m.0d2dz]]	hasAcademicAdvisor
[[Liaquat_Ali_Khan|m.02cd8j]]	, who became the first prime minister of	[[Pakistan|m.05sb1]]	isPoliticianOf
[[Ryan_Bird|m.0wg0lvv]]	, who signed for	[[Portsmouth_F.C.|m.02qhlm]]	playsFor
[[Argentina|m.0jgd]]	, who later would export to	[[Spain|m.06mkj]]	dealsWith
[[Blackburn_Radio|m.08w60j]]	, who also launched	[[CKNX-FM|m.09brk2]]	owns
[[Helmuth_von_Moltke_the_Younger|m.028nzn]]	, who feared that	[[Berlin|m.0156q]]	diedIn
[[Noah|m.05fzm]]	, who conveyed the tradition to	[[Shem|m.0788r]]	hasChild
[[Glen_Vine|m.03hmc3g]]	, who are members of the	[[Isle_of_Man|m.03t1s]]	isLocatedIn
[[Evo_Morales|m.01pt2r]]	, who became president of	[[Bolivia|m.0165v]]	isPoliticianOf
[[Thomas_R._Norris|m.09fxw2]]	, who also earned the	[[Medal_of_Honor|m.015cl6]]	hasWonPrize
[[Leighton_Baines|m.076j8l]]	, who had been sold to	[[Everton_F.C.|m.0mmd6]]	playsFor
[[Maurice_Jarre|m.020fgy]]	, who also scored	[[Lawrence_of_Arabia_(film)|m.0bx0l]]	wroteMusicFor
[[Jacob_Obrecht|m.032_6d]]	, who died in	[[Ferrara|m.0cffd]]	diedIn
[[Adriano_Leite_Ribeiro|m.049_3b]]	, who had been signed from	[[Parma_F.C.|m.0gxkm]]	playsFor
[[Ronald_Reagan|m.06c0j]]	, who played guard for	[[Eureka_College|m.0342f3]]	graduatedFrom
[[Ronald_Rice|m.05xf1x]]	, who also served on the	[[Newark,_New_Jersey|m.0hptm]]	livesIn
[[Hughes_Winborne|m.09rnfj]]	also edited	[[Sling_Blade|m.0170qy]]	edited
[[Forest_Whitaker|m.02y_2y]]	, who directed	[[Waiting_to_Exhale|m.03vny7]]	directed
[[Kiribati|m.047t_]]	half	[[Kiribati_dollar|m.09tpbh]]	hasCurrency
[[Martin_Heidegger|m.099bk]]	applied the concept of	[[Gestell|m.09vvrz]]	isKnownFor
[[Larry_H._Miller|m.0b0dsp]]	, who also owned the	[[Utah_Jazz|m.0jmhr]]	owns
[[Jean_Baudrillard|m.01hmpq]]	called this	[[Hyperreality|m.01yh08]]	isKnownFor
[[Namco|m.01rt2z]]	, who also created the	[[Time_Crisis_(series)|m.0918tn]]	created
[[Alan_Young|m.037pnm]]	, who also appeared in the	[[The_Time_Machine_(1960_film)|m.084wwx]]	actedIn
[[Ferdinand_Boberg|m.0b04nh]]	, who also designed	[[Rosenbad|m.01vrrq]]	created
[[Kevin_Horlock|m.05_qwk]]	, who signed for	[[Ipswich_Town_F.C.|m.01zhs3]]	playsFor
[[Kingdom_of_Italy|m.02psqkz]]	imposed the	[[Italian_lira|m.03x7l2]]	hasCurrency
[[Stuart_Pearce|m.03dv7_]]	, who signed from	[[Newcastle_United_F.C.|m.0fvly]]	playsFor
[[Floyd_Hall|m.0c3s2m]]	, who also owns the	[[New_Jersey_Jackals|m.02zpr6]]	owns
[[Gulf_War|m.018w0j]]	allowed the resumption if	[[Iraq|m.0d05q4]]	happenedIn
[[Ifriqiya|m.02ydxb]]	, who began the	[[Muslim_conquest_of_Sicily|m.0swkqmj]]	participatedIn
[[Gwyneth_Dunwoody|m.019k9k]]	, who became a long-serving	[[Labour_Party_(UK)|m.01c9x]]	isAffiliatedTo
[[Doane_Harrison|m.080n7r_]]	had edited	[[Hold_Back_the_Dawn|m.0kb07]]	edited
[[Kazi_Nazrul_Islam|m.02m_dh]]	, who was invited to post-partition	[[Bangladesh|m.0162b]]	isCitizenOf
[[Lloyd_Doggett|m.03flzn]]	, whose home in	[[Austin,_Texas|m.0vzm]]	livesIn
[[Pietro_Scalia|m.0bn3jg]]	also edited	[[G.I._Jane|m.034f7w]]	edited
[[Louis_IX_of_France|m.04pv3]]	, who died in	[[Tunis|m.0ftn8]]	diedIn
[[Sukjong_of_Joseon|m.05wgh6]]	, who falls for a	[[Suk-bin_Choe|m.0gkxx3z]]	isMarriedTo
[[Manas_International_Airport|m.0bt0t2]]	is the main international airport in	[[Kyrgyzstan|m.0jt3tjf]]	isConnectedTo
[[Luke_Priddis|m.09n74n]]	, who also won a premiership with	[[Penrith_Panthers|m.02dhym]]	isAffiliatedTo
[[Marcus_Olsson|m.0405y1v]]	, who plays for	[[Blackburn_Rovers_F.C.|m.01rly6]]	playsFor
[[Verna_Fields|m.0bvwm2]]	edited	[[An_Affair_of_the_Skin|m.03mcy7m]]	edited
[[Verna_Fields|m.0bvwm2]]	helped promote	[[Jaws_(film)|m.0jyb4]]	edited
[[The_Troubles|m.07kr2]]	afflicted	[[Northern_Ireland|m.05bcl]]	happenedIn
[[Media_General|m.0553j8]]	, who had owned	[[KIMT|m.096lst]]	owns
[[Raja_Gosnell|m.0c3py1]]	edited	[[Home_Alone|m.01fmys]]	edited
[[Ralph_Bates|m.01g1mw]]	, who described	[[Lust_for_a_Vampire|m.0chl70]]	actedIn
[[Iran|m.03shp]]	, whose alleged influence on	[[Iraq|m.0d05q4]]	hasNeighbor
[[Daniel_B._Wallace|m.0ckz1s]]	also served as senior	[[New_Testament|m.05crg]]	isInterestedIn
[[Austria|m.0h7x]]	also live in	[[Vienna|m.0fhp9]]	hasCapital
[[Jerry_Jones|m.016b9c]]	, who also owned the	[[Dallas_Cowboys|m.02896]]	owns
[[Thomas_W._Lynch|m.0g9vxk]]	, who also co-created	[[Just_Deal|m.0fcq4f]]	created
[[Louise_of_Savoy|m.04kzh1]]	, who became the mother of	[[Francis_I_of_France|m.0d823]]	hasChild
[[Mughal_Empire|m.0q307]]	, who received a grant near	[[Delhi|m.09f07]]	hasCapital
[[Kow_Otani|m.099ph8]]	, who also composed the music for	[[Shadow_of_the_Colossus|m.05zht0]]	created
[[Kamehameha_II|m.02gzs0]]	, who died in	[[London|m.04jpl]]	diedIn
[[Saint-Domingue|m.01f5d8]]	, who escaped from the	[[Haitian_Revolution|m.03y2s9]]	participatedIn
